ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1.2392149063552356e+47	100.82	6.492	130.268	67.38	1.2021808744311229	0	0	180	10	232	120	22	3	29	15	298	0	5.468364715576172	500	5.468364715576172	202	59.599999999999994	
1.3992075461430769e+45	71.598	3.4822546972860127	42.98538622129436	22.23382045929019	1.190053246177191	1	550	180	8.0	174.0	90.0	22	3.0	29.0	15.0	833	0	0.6718401908874512	1000	6.140204906463623	1688	-68.79999999999998	
44409062.17465286	74.13	3.152	33.408	17.28	1.188952736899121	2	593	180	5	87	45	22	3	29	15	974	0	0.5468273162841797	1500	6.687032222747803	3660	-144.0	
28339288.52672192	93.318	3.204	34.916	18.06	1.188699570562208	3	620	180	6	116	60	22	3	29	15	1090	0	0.5468475818634033	2000	7.233879804611206	5637	-181.84999999999997	
657955540828877.5	120.932	3.388	40.252	20.82	1.1762564265987951	4	664	180	9	203	105	22	3	29	15	1317	0	0.687443733215332	2500	7.921323537826538	7634	-205.36	
1.0372549698585e+17	146.696	3.402	40.658	21.03	0.6292995498480828	5	675	180	9	203	105	22	3	29	15	1643	0	0.6093416213989258	3000	8.530665159225464	9619	-220.63333333333333	
3.4298012112415375e+18	158.652	3.286	37.294	19.29	0.5520940594077439	6	676	180	7	145	75	45	3	29	15	1965	0	0.5155901908874512	3500	9.046255350112915	11484	-228.1142857142857	
2385858490767815.5	163.742	3.296	37.584	19.44	0.5520940594077439	7	676	180	9	203	105	45	3	29	15	2276	0	0.5780782699584961	4000	9.624333620071411	13428	-235.70000000000005	
4.621113948748601e+23	159.036	3.306	37.874	19.59	0.5373741107440851	8	676	180	7	145	75	45	3	29	15	2640	0	0.6562120914459229	4500	10.280545711517334	15326	-240.57777777777778	
3.7281878821860884e+19	156.906	3.272	36.888	19.08	0.41149344074431227	9	676	180	7	145	75	45	3	29	15	2994	0	0.6093261241912842	5000	10.889871835708618	17209	-244.18	
2.203141403123639e+35	146.434	3.342	38.918	20.13	0.23452684795269071	10	679	180	9	203	105	45	3	29	15	3313	0	0.5624606609344482	5500	11.452332496643066	19110	-247.45454545454544	
1.738494377201174e+45	143.434	3.38	40.02	20.7	0.23452684795269071	11	681	180	11	261	135	45	3	29	15	3707	0	0.6718287467956543	6000	12.12416124343872	20982	-249.7	
2.9192045569031674e+17	144.504	3.154	33.466	17.31	0.20086204201867744	12	682	180	9	203	105	45	3	29	15	4070	0	0.531212568283081	6500	12.655373811721802	22809	-250.90769230769234	
