ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
7.305225113413897e+32	101.9	6.54	131.66	68.1	2.3546755618780577	0	0	180	10	232	120	22	3	29	15	25	0	1.812375545501709	50	1.812375545501709	25	50.0	
1.455442464e+31	76.6	4.45	71.05	36.75	2.3546755618780577	1	10	180	9.0	203.0	105.0	22	3.0	29.0	15.0	41	0	0.01562356948852539	100	1.8279991149902344	47	53.0	
59287941639211.91	75.3	3.5869565217391304	46.02173913043478	23.804347826086957	2.3546755618780577	2	14	180	9.0	203.0	105.0	22	3.0	29.0	15.0	45	0	0.0156252384185791	150	1.8436243534088135	77	48.66666666666667	
21848664055433.58	79.72	3.148936170212766	33.319148936170215	17.23404255319149	2.3546755618780577	3	18	157	5.0	87.0	45.0	22	3.0	29.0	15.0	46	0	0.015622854232788086	200	1.8592472076416016	111	44.49999999999999	
1.0804097129069315e+18	63.88	3.111111111111111	32.22222222222222	16.666666666666668	2.3546755618780577	4	24	157	6.0	116.0	60.0	22	3.0	29.0	15.0	47	0	0.0	250	1.8592472076416016	138	44.8	
939571200000313.8	67.06	3.0	29.0	15.0	2.3546755618780577	5	25	157	3	29	15	22	3	29	15	47	0	0.031247377395629883	300	1.8904945850372314	167	44.333333333333336	
67232179476.105804	70.18	3.061224489795918	30.775510204081634	15.918367346938776	2.3546755618780577	6	26	157	6.0	116.0	60.0	22	3.0	29.0	15.0	49	0	0.015624523162841797	350	1.9061191082000732	193	44.85714285714286	
6785550000000181.0	72.88	3.1020408163265305	31.959183673469386	16.53061224489796	2.3546755618780577	7	28	157	6.0	116.0	60.0	22	3.0	29.0	15.0	50	0	0.015623807907104492	400	1.9217429161071777	220	44.99999999999999	
2612859099492908.0	72.42	3.0	29.0	15.0	2.3546755618780577	8	31	157	3.0	29.0	15.0	22	3.0	29.0	15.0	52	0	0.0	450	1.9217429161071777	246	45.333333333333336	
71790508.38037023	76.46	3.0	29.0	15.0	2.330902473687901	9	31	157	3	29	15	22	3	29	15	52	0	0.015624046325683594	500	1.9373669624328613	282	43.60000000000001	
254.8627883088124	85.0	3.18	34.22	17.7	2.330902473687901	10	31	157	6	116	60	22	3	29	15	58	0	0.015624284744262695	550	1.952991247177124	313	43.09090909090909	
3733.8434194491624	70.6	3.061224489795918	30.775510204081634	15.918367346938776	2.330902473687901	11	32	157	6.0	116.0	60.0	22	3.0	29.0	15.0	60	0	0.015623092651367188	600	1.9686143398284912	345	42.50000000000001	
254.06513400750956	53.5	3.04	30.16	15.6	2.329731741980584	12	33	157	5	87	45	22	3	29	15	61	0	0.015624523162841797	650	1.984238862991333	373	42.61538461538461	
228.87481665284383	51.7	3.0408163265306123	30.183673469387756	15.612244897959183	2.2995640222175604	13	35	157	5.0	87.0	45.0	22	3.0	29.0	15.0	62	0	0.0	700	1.984238862991333	401	42.714285714285715	
4.306419284069726e+34	67.0	3.0	29.0	15.0	2.2995640222175604	14	38	157	3.0	29.0	15.0	22	3.0	29.0	15.0	62	0	0.01562356948852539	750	1.9998624324798584	431	42.53333333333333	
274.3199535111329	76.0	3.06	30.74	15.9	2.292490861485853	15	39	157	6	116	60	22	3	29	15	64	0	0.015625715255737305	800	2.0154881477355957	458	42.75	
8.974322201996809e+34	80.5	3.106382978723404	32.08510638297872	16.595744680851062	2.28966159719317	16	42	157	6.0	116.0	60.0	22	3.0	29.0	15.0	66	0	0.015624046325683594	850	2.0311121940612793	482	43.294117647058826	
4.530938282478369e+34	88.6	3.0	29.0	15.0	2.28966159719317	17	42	157	3	29	15	22	3	29	15	67	0	0.015623331069946289	900	2.0467355251312256	510	43.333333333333336	
179.59719374720436	95.8	3.0	29.0	15.0	2.2896615107931706	18	42	157	3	29	15	22	3	29	15	67	0	0.015625953674316406	950	2.062361478805542	542	42.94736842105264	
264.80388333802875	103.9	3.0	29.0	15.0	2.288348005426953	19	42	157	3	29	15	22	3	29	15	69	0	0.01562190055847168	1000	2.0779833793640137	575	42.50000000000001	
2.927873578792502e+33	88.6	3.0	29.0	15.0	2.288348005426953	20	44	157	3.0	29.0	15.0	22	3.0	29.0	15.0	70	0	0.015625953674316406	1050	2.09360933303833	605	42.38095238095239	
97.67558851578934	63.4	3.0	29.0	15.0	2.288246876846829	21	44	157	3	29	15	22	3	29	15	72	0	0.015622615814208984	1100	2.109231948852539	639	41.90909090909091	
103198.51336859528	62.5	3.0	29.0	15.0	2.288246876846829	22	44	157	3	29	15	22	3	29	15	72	0	0.015623807907104492	1150	2.1248557567596436	671	41.65217391304348	
490.25992791058826	47.2	3.0	29.0	15.0	2.288246876846829	23	47	157	3.0	29.0	15.0	22	3.0	29.0	15.0	72	0	0.015624761581420898	1200	2.1404805183410645	706	41.166666666666664	
2.6365561158536955e+28	35.5	3.0	29.0	15.0	2.288246868480975	24	49	157	3.0	29.0	15.0	22	3.0	29.0	15.0	73	0	0.0	1250	2.1404805183410645	737	41.04	
1.2441600000000123e+21	38.2	3.0408163265306123	30.183673469387756	15.612244897959183	2.288246868480975	25	51	157	5.0	87.0	45.0	22	3.0	29.0	15.0	74	0	0.015621423721313477	1300	2.156101942062378	771	40.69230769230769	
3.438796847125842e+16	28.3	3.0	29.0	15.0	2.288246868361463	26	51	157	3	29	15	22	3	29	15	75	0	0.015625	1350	2.171726942062378	801	40.666666666666664	
