ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
4.85582480845352e+46	101.0	6.5	130.5	67.5	1.0877361715727278	0	0	180	10	232	120	22	3	29	15	304	0	5.966634273529053	500	5.966634273529053	196	60.8	
3.2027653958492115e+38	74.27	3.5186721991701244	44.04149377593361	22.780082987551868	1.0877361715727278	1	417	180	8.0	174.0	90.0	22	3.0	29.0	15.0	852	0	0.5468223094940186	1000	6.513456583023071	1843	-84.30000000000001	
23973561.01338481	67.902	3.29	37.41	19.35	1.0700505055845666	2	542	180	7	145	75	22	3	29	15	1001	0	0.4843406677246094	1500	6.997797250747681	3806	-153.73333333333332	
2630524615.738763	77.718	3.262	36.598	18.93	0.8409431006039843	3	740	180	7	145	75	22	3	29	15	1183	0	0.48534250259399414	2000	7.483139753341675	5649	-182.45	
31369769.59612942	85.942	3.194	34.626	17.91	0.8409431006039843	4	825	180	7	145	75	22	3	29	15	1381	0	0.5311975479125977	2500	8.014337301254272	7607	-204.28000000000003	
182897998465.86642	87.11	3.194	34.626	17.91	0.7851230056983296	5	938	180	6	116	60	22	3	29	15	1646	0	0.4687337875366211	3000	8.483071088790894	9429	-214.29999999999995	
5.85026585185585e+30	77.806	3.244	36.076	18.66	0.7851230056983296	6	1038	180	6	116	60	22	3	29	15	1967	0	0.4543774127960205	3500	8.937448501586914	11145	-218.42857142857144	
5.545284603567296e+36	72.14	3.230769230769231	35.69230769230769	18.46153846153846	0.49274098078698897	7	1153	180	6.0	116.0	60.0	22	3.0	29.0	15.0	2349	0	0.4119069576263428	4000	9.349355459213257	12835	-220.875	
2.9372504035151578e+38	72.178	3.3016194331983804	37.74696356275304	19.524291497975707	0.42018993028426777	8	1305	180	6.0	116.0	60.0	22	3.0	29.0	15.0	2649	0	0.49767160415649414	4500	9.847027063369751	14641	-225.35555555555555	
51105907693.59621	69.406	3.212	35.148	18.18	0.2669088363762903	9	1370	180	6	116	60	22	3	29	15	2925	0	0.47490882873535156	5000	10.321935892105103	16514	-230.27999999999997	
3.642625435875611e+39	68.232	3.216	35.264	18.24	0.20408366498249025	10	1490	180	6	116	60	22	3	29	15	3283	0	0.4860563278198242	5500	10.807992219924927	18200	-230.90909090909093	
3.360541874769516e+36	64.526	3.1454545454545455	33.21818181818182	17.181818181818183	0.20408366498249025	11	1546	180	5.0	87.0	45.0	22	3.0	29.0	15.0	3751	0	0.525632381439209	6000	11.333624601364136	19865	-231.08333333333337	
1.099441658840382e+35	66.1	3.180722891566265	34.24096385542169	17.710843373493976	0.14432632494073727	12	1583	112	6.0	116.0	60.0	22	3.0	29.0	15.0	4244	0	0.45310258865356445	6500	11.7867271900177	21545	-231.46153846153845	
3.523363403220935e+33	67.0	3.2354124748490944	35.82696177062374	18.53118712273642	0.14302386944640108	13	1621	112	6.0	116.0	60.0	22	3.0	29.0	15.0	4828	0	0.4843332767486572	7000	12.271060466766357	23168	-230.97142857142853	
2.0384875489247423e+29	67.0	3.2284569138276553	35.62525050100201	18.42685370741483	0.1412607947878916	14	1653	112	5.0	87.0	45.0	22	3.0	29.0	15.0	5347	0	0.5312137603759766	7500	12.802274227142334	24833	-231.10666666666668	
6.127344643374988e+40	67.0	3.2424849699398797	36.032064128256515	18.637274549098198	0.1412607947878916	15	1712	67	5.0	87.0	45.0	67	3.0	29.0	15.0	5812	0	0.43747925758361816	8000	13.239753484725952	26568	-232.10000000000002	
2.589057418040547e+38	67.0	3.2690763052208833	36.803212851405625	19.03614457831325	0.1194242494690689	16	1743	67	5.0	87.0	45.0	67	3.0	29.0	15.0	6282	0	0.45308470726013184	8500	13.692838191986084	28242	-232.25882352941176	
1.9763839334066984e+38	67.0	3.211267605633803	35.12676056338028	18.169014084507044	0.1194242494690689	17	1780	67	5.0	87.0	45.0	67	3.0	29.0	15.0	6774	0	0.5155901908874512	9000	14.208428382873535	29912	-232.35555555555555	
3.1715432918219327e+32	67.0	3.162	33.698	17.43	0.1194242494690689	18	1795	67	5	87	45	67	3	29	15	7306	0	0.4843425750732422	9500	14.692770957946777	31565	-232.26315789473688	
1.6858539678686185e+35	67.0	3.2004008016032066	34.811623246492985	18.006012024048097	0.1194242494690689	19	1831	67	5.0	87.0	45.0	67	3.0	29.0	15.0	7752	0	0.43747830390930176	10000	15.130249261856079	33263	-232.63	
3.1573507419700866e+28	67.0	3.2193158953722336	35.36016096579477	18.2897384305835	0.1194242494690689	20	1856	67	6.0	116.0	60.0	67	3.0	29.0	15.0	8248	0	0.4843423366546631	10500	15.614591598510742	34949	-232.84761904761905	
2.870503013368422e+38	67.0	3.2032193158953723	34.89336016096579	18.048289738430583	0.11886597142194313	21	1915	67	5.0	87.0	45.0	67	3.0	29.0	15.0	8705	0	0.45308446884155273	11000	16.067676067352295	36633	-233.0272727272727	
7.692005488551597e+37	67.0	3.21285140562249	35.17269076305221	18.19277108433735	0.11771745300964627	22	1972	67	4.0	58.0	30.0	67	3.0	29.0	15.0	9069	0	0.49997472763061523	11500	16.56765079498291	38414	-234.03478260869565	
2.4737559556774186e+33	67.0	3.195959595959596	34.68282828282828	17.939393939393938	0.11771745300964627	23	2021	67	4.0	58.0	30.0	67	3.0	29.0	15.0	9559	0	0.4580833911895752	12000	17.025734186172485	40091	-234.0916666666667	
4.732190838201327e+42	67.0	3.2515212981744424	36.294117647058826	18.772819472616632	0.11771745300964627	24	2073	67	5.0	87.0	45.0	67	3.0	29.0	15.0	10114	0	0.5155894756317139	12500	17.5413236618042	41704	-233.632	
6.027633736342727e+34	67.0	3.224448897795591	35.50901803607214	18.36673346693387	0.11771745300964627	25	2118	67	6.0	116.0	60.0	67	3.0	29.0	15.0	10664	0	0.5312135219573975	13000	18.072537183761597	43336	-233.35384615384618	
1.4003341041769828e+38	67.0	3.2323232323232323	35.73737373737374	18.484848484848484	0.11771745300964627	26	2167	67	6.0	116.0	60.0	67	3.0	29.0	15.0	11226	0	0.43748021125793457	13500	18.51001739501953	45051	-233.7111111111111	
4.225005629259741e+34	67.0	3.245967741935484	36.13306451612903	18.68951612903226	0.11771745300964627	27	2206	67	5.0	87.0	45.0	67	3.0	29.0	15.0	11872	0	0.4999582767486572	14000	19.00997567176819	46680	-233.4285714285714	
1.2037550603880294e+32	67.0	3.252016129032258	36.30846774193548	18.780241935483872	0.11771745300964627	28	2251	67	6.0	116.0	60.0	67	3.0	29.0	15.0	12475	0	0.5468451976776123	14500	19.5568208694458	48334	-233.33793103448272	
2.3274955701202095e+26	67.0	3.22	35.38	18.3	0.11567538372610062	29	2280	67	4	58	30	67	3	29	15	12927	0	0.6078729629516602	15000	20.16469383239746	50079	-233.86	
4.074203551651441e+46	67.0	3.25250501002004	36.322645290581164	18.7875751503006	0.11567538372610062	30	2308	67	4.0	58.0	30.0	67	3.0	29.0	15.0	13419	0	0.5925679206848145	15500	20.757261753082275	51791	-234.13548387096773	
3.5983336305700733e+34	67.0	3.2758620689655173	37.0	19.137931034482758	0.11504271125291178	31	2368	67	5.0	87.0	45.0	67	3.0	29.0	15.0	13990	0	0.49997615814208984	16000	21.257237911224365	53467	-234.16875	
4.243602876398463e+29	67.0	3.234	35.786	18.51	0.08477271083789237	32	2416	67	4	58	30	67	3	29	15	14571	0	0.5780847072601318	16500	21.835322618484497	55140	-234.1818181818182	
9934084.261275103	67.0	3.246	36.134	18.69	0.08477271083789237	33	2479	67	4	58	30	67	3	29	15	14820	0	1.3783891201019287	17000	23.213711738586426	57040	-235.5294117647059	
1.196073085407128e+34	67.0	3.2565656565656567	36.44040404040404	18.848484848484848	0.08477271083789237	34	2588	67	4.0	58.0	30.0	67	3.0	29.0	15.0	15150	0	1.3534631729125977	17500	24.567174911499023	58815	-236.0857142857143	
1.6049861073139962e+30	67.0	3.264	36.656	18.96	0.08477271083789237	35	2683	67	6	116	60	67	3	29	15	15521	0	0.8521008491516113	18000	25.419275760650635	60616	-236.7555555555556	
201537880.93009508	67.0	3.294	37.526	19.41	0.08477271083789237	36	2734	67	4	58	30	67	3	29	15	15783	0	0.9966733455657959	18500	26.41594910621643	62517	-237.92972972972973	
9.41035304509797e+21	67.0	3.29	37.41	19.35	0.08477271083789237	37	2806	67	4	58	30	67	3	29	15	16192	0	1.6050903797149658	19000	28.021039485931396	64342	-238.64210526315787	
5.979392784805697e+36	67.0	3.254032258064516	36.36693548387097	18.81048387096774	0.08477271083789237	38	2862	67	6.0	116.0	60.0	67	3.0	29.0	15.0	16670	0	0.9568102359771729	19500	28.97784972190857	66079	-238.86666666666667	
5.303381763734387e+36	67.0	3.2937625754527162	37.519114688128774	19.406438631790746	0.08477271083789237	39	2928	67	4.0	58.0	30.0	67	3.0	29.0	15.0	17055	0	1.1822705268859863	20000	30.160120248794556	67894	-239.46999999999997	
6.169075181002578e+24	67.0	3.242	36.018	18.63	0.08477271083789237	40	2966	67	5	87	45	67	3	29	15	17394	0	2.7792305946350098	20500	32.939350843429565	69775	-240.3658536585366	
8.87591841726783e+21	67.0	3.234	35.786	18.51	0.08477271083789237	41	3028	67	4	58	30	67	3	29	15	17739	0	1.8240077495574951	21000	34.76335859298706	71591	-240.90952380952382	
1.602789395971188e+49	67.0	3.2369477911646585	35.8714859437751	18.55421686746988	0.08477271083789237	42	3081	67	4.0	58.0	30.0	67	3.0	29.0	15.0	18184	0	2.0212061405181885	21500	36.78456473350525	73329	-241.06511627906974	
4.24830471877605e+31	67.0	3.284569138276553	37.25250501002004	19.268537074148295	0.08477271083789237	43	3123	67	5.0	87.0	45.0	67	3.0	29.0	15.0	18677	0	3.1732327938079834	22000	39.95779752731323	75061	-241.18636363636364	
2.881666354164454e+32	67.0	3.2937625754527162	37.519114688128774	19.406438631790746	0.08477271083789237	44	3210	67	6.0	116.0	60.0	67	3.0	29.0	15.0	19223	0	2.4032557010650635	22500	42.361053228378296	76737	-241.05333333333334	
1.0805060360133813e+26	67.0	3.252	36.308	18.78	0.08477271083789237	45	3263	67	4	58	30	67	3	29	15	19646	0	1.4095451831817627	23000	43.77059841156006	78496	-241.2869565217391	
