ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
112.0	5.0	87.0	45.0	1	179	460	112	5	87	45	112	5	87	45	392	11713	0	16.608249187469482	90000	3072.593980550766	68799	23.556666666666672	
112.0	5.0	87.0	45.0	1	180	460	112	5	87	45	112	5	87	45	389	11792	0	16.717607021331787	90500	3089.311587572098	69207	23.52817679558011	
112.0	5.0	87.0	45.0	1	181	460	112	5	87	45	112	5	87	45	386	11864	0	17.280068397521973	91000	3106.5916559696198	69624	23.490109890109892	
112.0	5.0	87.0	45.0	1	182	460	112	5	87	45	112	5	87	45	381	11927	0	17.436306476593018	91500	3124.0279624462128	70044	23.44918032786886	
112.0	5.0	87.0	45.0	1	183	460	112	5	87	45	112	5	87	45	388	12000	0	17.983144998550415	92000	3142.011107444763	70461	23.41195652173913	
112.0	5.0	87.0	45.0	1	184	460	112	5	87	45	112	5	87	45	387	12070	0	16.592604637145996	92500	3158.603712081909	70876	23.37729729729729	
112.0	5.0	87.0	45.0	1	185	460	112	5	87	45	112	5	87	45	380	12157	0	16.62386417388916	93000	3175.2275762557983	71270	23.365591397849457	
112.0	5.0	87.0	45.0	1	186	460	112	5	87	45	112	5	87	45	387	12233	0	16.701981782913208	93500	3191.9295580387115	71677	23.340106951871647	
112.0	5.0	87.0	45.0	1	187	460	112	5	87	45	112	5	87	45	387	12309	0	16.90510320663452	94000	3208.834661245346	72084	23.314893617021283	
112.0	5.0	87.0	45.0	2	188	460	112	5	87	45	112	5	87	45	388	12385	0	16.764477491378784	94500	3225.599138736725	72492	23.28888888888889	
112.0	5.0	87.0	45.0	3	189	460	112	5	87	45	112	5	87	45	397	12443	0	16.358248710632324	95000	3241.957387447357	72921	23.241052631578953	
112.0	5.0	87.0	45.0	3	190	460	112	5	87	45	112	5	87	45	398	12506	0	16.998846530914307	95500	3258.9562339782715	73343	23.20104712041885	
112.0	5.0	87.0	45.0	1	191	460	112	5	87	45	112	5	87	45	401	12574	0	16.40511727333069	96000	3275.361351251602	73764	23.162499999999994	
112.0	5.0	87.0	45.0	1	192	460	112	5	87	45	112	5	87	45	396	12649	0	17.139461278915405	96500	3292.5008125305176	74164	23.146113989637314	
112.0	5.0	87.0	45.0	1	193	460	112	5	87	45	112	5	87	45	394	12744	0	17.014461278915405	97000	3309.515273809433	74553	23.141237113402056	
112.0	5.0	87.0	45.0	1	194	460	112	5	87	45	112	5	87	45	394	12843	0	16.772210359573364	97500	3326.2874841690063	74944	23.134358974358975	
112.0	5.0	87.0	45.0	2	195	460	112	5	87	45	112	5	87	45	392	12922	0	17.045708894729614	98000	3343.333193063736	75351	23.111224489795916	
112.0	5.0	87.0	45.0	1	196	460	112	5	87	45	112	5	87	45	389	12993	0	17.342563152313232	98500	3360.675756216049	75761	23.08527918781725	
112.0	5.0	87.0	45.0	1	197	460	112	5	87	45	112	5	87	45	387	13064	0	16.811341524124146	99000	3377.4870977401733	76170	23.060606060606062	
112.0	5.0	87.0	45.0	1	198	460	112	5	87	45	112	5	87	45	389	13128	0	17.873778343200684	99500	3395.360876083374	76592	23.023115577889456	
112.0	5.0	87.0	45.0	1	199	460	112	5	87	45	112	5	87	45	397	13197	0	16.53011703491211	100000	3411.890993118286	77008	22.992000000000004	
112.0	5.0	87.0	45.0	1	200	460	112	5	87	45	112	5	87	45	399	13267	0	16.4114511013031	100500	3428.3024442195892	77415	22.970149253731336	
112.0	5.0	87.0	45.0	2	201	460	112	5	87	45	112	5	87	45	398	13324	0	16.59260654449463	101000	3444.895050764084	77834	22.936633663366337	
112.0	5.0	87.0	45.0	2	202	460	112	5	87	45	112	5	87	45	399	13410	0	17.061341285705566	101500	3461.9563920497894	78231	22.92512315270936	
112.0	5.0	87.0	45.0	2	203	460	112	5	87	45	112	5	87	45	392	13487	0	16.936341762542725	102000	3478.892733812332	78632	22.909803921568624	
112.0	5.0	87.0	45.0	2	204	460	112	5	87	45	112	5	87	45	382	13563	0	17.217561960220337	102500	3496.1102957725525	79030	22.89756097560975	
112.0	5.0	87.0	45.0	2	205	460	112	5	87	45	112	5	87	45	369	13654	0	17.030095100402832	103000	3513.1403908729553	79419	22.894174757281547	
112.0	5.0	87.0	45.0	1	206	460	112	5	87	45	112	5	87	45	368	13734	0	16.90509343147278	103500	3530.045484304428	79825	22.874396135265698	
112.0	5.0	87.0	45.0	1	207	460	112	5	87	45	112	5	87	45	364	13795	0	16.342632293701172	104000	3546.3881165981293	80237	22.849038461538456	
112.0	5.0	87.0	45.0	1	208	460	112	5	87	45	112	5	87	45	358	13867	0	16.795716047286987	104500	3563.1838326454163	80642	22.83062200956938	
112.0	5.0	87.0	45.0	1	209	460	112	5	87	45	112	5	87	45	359	13939	0	16.951966524124146	105000	3580.1357991695404	81054	22.805714285714288	
112.0	5.0	87.0	45.0	2	210	460	112	5	87	45	112	5	87	45	355	14024	0	16.951975107192993	105500	3597.0877742767334	81450	22.796208530805686	
112.0	5.0	87.0	45.0	2	211	460	112	5	87	45	112	5	87	45	350	14109	0	16.467614889144897	106000	3613.5553891658783	81841	22.79150943396226	
112.0	5.0	87.0	45.0	3	212	460	112	5	87	45	112	5	87	45	354	14190	0	16.514504194259644	106500	3630.069893360138	82239	22.780281690140853	
112.0	5.0	87.0	45.0	5	213	460	112	5	87	45	112	5	87	45	343	14280	0	16.78010106086731	107000	3646.8499944210052	82627	22.7785046728972	
112.0	5.0	87.0	45.0	5	214	460	112	5	87	45	112	5	87	45	341	14366	0	16.514485597610474	107500	3663.3644800186157	83022	22.77023255813954	
112.0	5.0	87.0	45.0	1	215	460	112	5	87	45	112	5	87	45	332	14446	0	16.186392307281494	108000	3679.550872325897	83419	22.760185185185193	
112.0	5.0	87.0	45.0	1	216	460	112	5	87	45	112	5	87	45	327	14535	0	17.24883008003235	108500	3696.7997024059296	83810	22.755760368663587	
112.0	5.0	87.0	45.0	1	217	460	112	5	87	45	112	5	87	45	324	14622	0	17.045709133148193	109000	3713.8454115390778	84196	22.755963302752292	
112.0	5.0	87.0	45.0	2	218	460	112	5	87	45	112	5	87	45	336	14698	0	16.858221769332886	109500	3730.7036333084106	84594	22.745205479452054	
112.0	5.0	87.0	45.0	2	219	460	112	5	87	45	112	5	87	45	335	14777	0	16.37386989593506	110000	3747.0775032043457	84995	22.731818181818184	
112.0	5.0	87.0	45.0	1	220	460	112	5	87	45	112	5	87	45	329	14857	0	15.952035903930664	110500	3763.0295391082764	85396	22.718552036199085	
112.0	5.0	87.0	45.0	1	221	460	112	5	87	45	112	5	87	45	327	14927	0	16.498870134353638	111000	3779.52840924263	85810	22.69369369369369	
112.0	5.0	87.0	45.0	1	222	460	112	5	87	45	112	5	87	45	333	15002	0	17.18632435798645	111500	3796.7147336006165	86211	22.68071748878924	
112.0	5.0	87.0	45.0	1	223	460	112	5	87	45	112	5	87	45	328	15077	0	16.70199227333069	112000	3813.416725873947	86612	22.667857142857144	
112.0	5.0	87.0	45.0	1	224	460	112	5	87	45	112	5	87	45	321	15163	0	17.136356115341187	112500	3830.5530819892883	86999	22.667555555555552	
112.0	5.0	87.0	45.0	1	225	460	112	5	87	45	112	5	87	45	311	15229	0	16.983214139938354	113000	3847.5362961292267	87406	22.6495575221239	
112.0	5.0	87.0	45.0	1	226	460	112	5	87	45	112	5	87	45	310	15308	0	16.78010082244873	113500	3864.3163969516754	87806	22.63788546255506	
112.0	5.0	87.0	45.0	1	227	460	112	5	87	45	112	5	87	45	314	15388	0	16.59262466430664	114000	3880.909021615982	88199	22.632456140350882	
112.0	5.0	87.0	45.0	1	228	460	112	5	87	45	112	5	87	45	310	15475	0	16.95196557044983	114500	3897.860987186432	88585	22.633187772925766	
112.0	5.0	87.0	45.0	1	229	460	112	5	87	45	112	5	87	45	307	15542	0	16.920717477798462	115000	3914.7817046642303	88996	22.612173913043478	
112.0	5.0	87.0	45.0	1	230	460	112	5	87	45	112	5	87	45	301	15618	0	18.608102321624756	115500	3933.389806985855	89399	22.598268398268402	
112.0	5.0	87.0	45.0	1	231	460	112	5	87	45	112	5	87	45	305	15695	0	17.045703172683716	116000	3950.435510158539	89804	22.58275862068966	
112.0	5.0	87.0	45.0	1	232	460	112	5	87	45	112	5	87	45	308	15766	0	16.358261346817017	116500	3966.793771505356	90201	22.57424892703864	
112.0	5.0	87.0	45.0	1	233	460	112	5	87	45	112	5	87	45	308	15848	0	17.280071020126343	117000	3984.073842525482	90602	22.562393162393164	
112.0	5.0	87.0	45.0	1	234	460	112	5	87	45	112	5	87	45	306	15940	0	16.108261108398438	117500	4000.1821036338806	90989	22.56255319148937	
112.0	5.0	87.0	45.0	1	235	460	112	5	87	45	112	5	87	45	305	16013	0	16.71760869026184	118000	4016.8997123241425	91385	22.555084745762713	
112.0	5.0	87.0	45.0	1	236	460	112	5	87	45	112	5	87	45	302	16091	0	16.748851537704468	118500	4033.648563861847	91778	22.550210970464136	
112.0	5.0	87.0	45.0	1	237	460	112	5	87	45	112	5	87	45	295	16168	0	17.889410972595215	119000	4051.537974834442	92171	22.545378151260508	
112.0	5.0	87.0	45.0	1	238	460	112	5	87	45	112	5	87	45	290	16238	0	17.920640468597412	119500	4069.4586153030396	92572	22.533891213389126	
112.0	5.0	87.0	45.0	1	239	460	112	5	87	45	112	5	87	45	284	16338	0	16.858230352401733	120000	4086.3168456554413	92942	22.548333333333332	
112.0	5.0	87.0	45.0	2	240	460	112	5	87	45	112	5	87	45	281	16419	0	17.139453411102295	120500	4103.456299066544	93328	22.549377593361	
112.0	5.0	87.0	45.0	1	241	460	112	5	87	45	112	5	87	45	275	16507	0	16.98321270942688	121000	4120.4395117759705	93709	22.554545454545448	
112.0	5.0	87.0	45.0	1	242	460	112	5	87	45	112	5	87	45	271	16586	0	16.483248710632324	121500	4136.922760486603	94101	22.550617283950615	
112.0	5.0	87.0	45.0	1	243	460	112	5	87	45	112	5	87	45	262	16672	0	16.170767784118652	122000	4153.093528270721	94481	22.556557377049174	
112.0	5.0	87.0	45.0	1	244	460	112	5	87	45	112	5	87	45	253	16754	0	16.983213186264038	122500	4170.0767414569855	94870	22.555102040816323	
112.0	5.0	87.0	45.0	1	245	460	112	5	87	45	112	5	87	45	250	16839	0	15.967648983001709	123000	4186.044390439987	95259	22.55365853658536	
112.0	5.0	87.0	45.0	1	246	460	112	5	87	45	112	5	87	45	239	16911	0	16.873854160308838	123500	4202.918244600296	95655	22.546558704453446	
112.0	5.0	87.0	45.0	1	247	460	112	5	87	45	112	5	87	45	227	16978	0	16.889469623565674	124000	4219.807714223862	96041	22.54758064516129	
112.0	5.0	87.0	45.0	1	248	460	112	5	87	45	112	5	87	45	228	17054	0	16.373873472213745	124500	4236.181587696075	96436	22.54136546184739	
112.0	5.0	87.0	45.0	1	249	460	112	5	87	45	112	5	87	45	221	17132	0	16.295766830444336	125000	4252.47735452652	96819	22.544799999999995	
112.0	5.0	87.0	45.0	1	250	460	112	5	87	45	112	5	87	45	217	17215	0	16.623862981796265	125500	4269.101217508316	97208	22.543426294820705	
112.0	5.0	87.0	45.0	1	251	460	112	5	87	45	112	5	87	45	210	17291	0	16.983203887939453	126000	4286.0844213962555	97599	22.540476190476184	
112.0	5.0	87.0	45.0	1	252	460	112	5	87	45	112	5	87	45	204	17374	0	15.873915195465088	126500	4301.958336591721	97983	22.543083003952574	
112.0	5.0	87.0	45.0	1	253	460	112	5	87	45	112	5	87	45	206	17439	0	17.17069959640503	127000	4319.129036188126	98388	22.529133858267713	
112.0	5.0	87.0	45.0	1	254	460	112	5	87	45	112	5	87	45	202	17526	0	16.530120372772217	127500	4335.659156560898	98769	22.53411764705882	
112.0	5.0	87.0	45.0	1	255	460	112	5	87	45	112	5	87	45	197	17614	0	16.98321294784546	128000	4352.642369508743	99145	22.54296875	
112.0	5.0	87.0	45.0	1	256	460	112	5	87	45	112	5	87	45	189	17703	0	16.858229875564575	128500	4369.500599384308	99523	22.550194552529177	
112.0	5.0	87.0	45.0	1	257	460	112	5	87	45	112	5	87	45	178	17793	0	17.373802423477173	129000	4386.874401807785	99892	22.564341085271323	
112.0	5.0	87.0	45.0	1	258	460	112	5	87	45	112	5	87	45	170	17864	0	16.951971530914307	129500	4403.826373338699	100283	22.561389961389963	
112.0	5.0	87.0	45.0	1	259	460	112	5	87	45	112	5	87	45	160	17947	0	16.608243227005005	130000	4420.434616565704	100663	22.566923076923075	
112.0	5.0	87.0	45.0	1	260	460	112	5	87	45	112	5	87	45	161	18033	0	16.53010845184326	130500	4436.964725017548	101055	22.563218390804593	
112.0	5.0	87.0	45.0	1	261	460	112	5	87	45	112	5	87	45	149	18118	0	16.686368942260742	131000	4453.651093959808	101440	22.56488549618321	
112.0	5.0	87.0	45.0	1	262	460	112	5	87	45	112	5	87	45	151	18204	0	16.81135106086731	131500	4470.462445020676	101823	22.5680608365019	
112.0	5.0	87.0	45.0	1	263	460	112	5	87	45	112	5	87	45	148	18272	0	17.292888879776	132000	4487.755333900452	102219	22.561363636363637	
112.0	5.0	87.0	45.0	1	264	460	112	5	87	45	112	5	87	45	143	18365	0	17.047420501708984	132500	4504.802754402161	102599	22.566792452830185	
112.0	5.0	87.0	45.0	1	265	460	112	5	87	45	112	5	87	45	140	18426	0	18.277801513671875	133000	4523.0805559158325	103004	22.553383458646607	
112.0	5.0	87.0	45.0	1	266	460	112	5	87	45	112	5	87	45	142	18517	0	19.00381636619568	133500	4542.084372282028	103380	22.561797752808985	
112.0	5.0	87.0	45.0	1	267	460	112	5	87	45	112	5	87	45	145	18586	0	18.637592554092407	134000	4560.721964836121	103772	22.558208955223876	
112.0	5.0	87.0	45.0	1	268	460	112	5	87	45	112	5	87	45	142	18689	0	18.499600172042847	134500	4579.221565008163	104142	22.57100371747211	
112.0	5.0	87.0	45.0	1	269	460	112	5	87	45	112	5	87	45	139	18759	0	19.436166048049927	135000	4598.657731056213	104537	22.565185185185186	
112.0	5.0	87.0	45.0	1	270	460	112	5	87	45	112	5	87	45	143	18815	0	18.366392135620117	135500	4617.0241231918335	104954	22.543173431734317	
112.0	5.0	87.0	45.0	3	271	460	112	5	87	45	112	5	87	45	134	18905	0	18.196160316467285	136000	4635.220283508301	105328	22.552941176470583	
112.0	5.0	87.0	45.0	4	272	460	112	5	87	45	112	5	87	45	131	18985	0	18.173261165618896	136500	4653.39354467392	105727	22.54432234432234	
112.0	5.0	87.0	45.0	5	273	460	112	5	87	45	112	5	87	45	126	19068	0	17.141902685165405	137000	4670.535447359085	106106	22.550364963503654	
112.0	5.0	87.0	45.0	5	274	460	112	5	87	45	112	5	87	45	121	19133	0	16.826974630355835	137500	4687.362421989441	106503	22.543272727272722	
112.0	5.0	87.0	45.0	5	275	460	112	5	87	45	112	5	87	45	122	19208	0	16.93634057044983	138000	4704.298762559891	106893	22.541304347826085	
112.0	5.0	87.0	45.0	1	276	460	112	5	87	45	112	5	87	45	124	19278	0	17.014461517333984	138500	4721.313224077225	107285	22.53790613718411	
112.0	5.0	87.0	45.0	1	277	460	112	5	87	45	112	5	87	45	125	19342	0	16.780102014541626	139000	4738.093326091766	107686	22.52805755395684	
112.0	5.0	87.0	45.0	1	278	460	112	5	87	45	112	5	87	45	122	19429	0	16.858222723007202	139500	4754.951548814774	108057	22.539784946236566	
112.0	5.0	87.0	45.0	1	279	460	112	5	87	45	112	5	87	45	120	19506	0	17.217573881149292	140000	4772.169122695923	108435	22.546428571428564	
112.0	5.0	87.0	45.0	1	280	460	112	5	87	45	112	5	87	45	114	19603	0	16.780102252960205	140500	4788.949224948883	108803	22.560142348754454	
112.0	5.0	87.0	45.0	1	281	460	112	5	87	45	112	5	87	45	110	19689	0	17.280066967010498	141000	4806.229291915894	109176	22.570212765957436	
112.0	5.0	87.0	45.0	2	282	460	112	5	87	45	112	5	87	45	102	19765	0	17.42068386077881	141500	4823.649975776672	109555	22.57597173144876	
112.0	5.0	87.0	45.0	2	283	460	112	5	87	45	112	5	87	45	102	19849	0	17.21757984161377	142000	4840.867555618286	109929	22.58521126760563	
112.0	5.0	87.0	45.0	2	284	460	112	5	87	45	112	5	87	45	97	19923	0	17.420674562454224	142500	4858.28823018074	110306	22.59228070175439	
112.0	5.0	87.0	45.0	2	285	460	112	5	87	45	112	5	87	45	98	19996	0	17.483178853988647	143000	4875.771409034729	110691	22.59370629370629	
112.0	5.0	87.0	45.0	2	286	460	112	5	87	45	112	5	87	45	100	20077	0	16.780101776123047	143500	4892.551510810852	111040	22.62020905923346	
112.0	5.0	87.0	45.0	2	287	460	112	5	87	45	112	5	87	45	96	20148	0	17.63942050933838	144000	4910.19093132019	111421	22.62430555555555	
112.0	5.0	87.0	45.0	2	288	460	112	5	87	45	112	5	87	45	91	20209	0	17.139450073242188	144500	4927.330381393433	111812	22.62145328719724	
112.0	5.0	87.0	45.0	3	289	460	112	5	87	45	112	5	87	45	92	20278	0	16.655121564865112	145000	4943.985502958298	112193	22.625517241379313	
112.0	5.0	87.0	45.0	3	290	460	112	5	87	45	112	5	87	45	83	20356	0	17.967520236968994	145500	4961.953023195267	112553	22.643986254295527	
112.0	5.0	87.0	45.0	3	291	460	112	5	87	45	112	5	87	45	83	20426	0	17.108205556869507	146000	4979.061228752136	112924	22.654794520547952	
112.0	5.0	87.0	45.0	3	292	460	112	5	87	45	112	5	87	45	85	20507	0	17.5300509929657	146500	4996.591279745102	113297	22.664163822525595	
112.0	5.0	87.0	45.0	4	293	460	112	5	87	45	112	5	87	45	79	20580	0	17.81128191947937	147000	5014.402561664581	113669	22.674149659863943	
112.0	5.0	87.0	45.0	4	294	460	112	5	87	45	112	5	87	45	71	20641	0	17.88939070701599	147500	5032.291952371597	114059	22.67186440677966	
112.0	5.0	87.0	45.0	4	295	460	112	5	87	45	112	5	87	45	68	20723	0	17.79566717147827	148000	5050.087619543076	114422	22.687837837837847	
112.0	5.0	87.0	45.0	4	296	460	112	5	87	45	112	5	87	45	69	20819	0	16.951998949050903	148500	5067.0396184921265	114782	22.7057239057239	
112.0	5.0	87.0	45.0	4	297	460	112	5	87	45	112	5	87	45	62	20890	0	18.316692113876343	149000	5085.356310606003	115156	22.714093959731542	
112.0	5.0	87.0	45.0	4	298	460	112	5	87	45	112	5	87	45	56	20964	0	17.514416456222534	149500	5102.870727062225	115527	22.724414715719064	
112.0	5.0	87.0	45.0	4	299	460	112	5	87	45	112	5	87	45	52	21043	0	17.295692443847656	150000	5120.166419506073	115895	22.73666666666668	
112.0	5.0	87.0	45.0	4	300	460	112	5	87	45	112	5	87	45	41	21122	0	16.983222246170044	150500	5137.149641752243	116258	22.752159468438535	
112.0	5.0	87.0	45.0	4	301	460	112	5	87	45	112	5	87	45	38	21202	0	17.20193886756897	151000	5154.351580619812	116626	22.764238410596022	
112.0	5.0	87.0	45.0	4	302	460	112	5	87	45	112	5	87	45	33	21278	0	17.4519305229187	151500	5171.803511142731	116993	22.776897689768987	
112.0	5.0	87.0	45.0	4	303	460	112	5	87	45	112	5	87	45	33	21359	0	17.79566740989685	152000	5189.599178552628	117347	22.79802631578947	
112.0	5.0	87.0	45.0	4	304	460	112	5	87	45	112	5	87	45	32	21430	0	17.123819828033447	152500	5206.722998380661	117712	22.81180327868853	
112.0	5.0	87.0	45.0	4	305	460	112	5	87	45	112	5	87	45	27	21507	0	17.405057668685913	153000	5224.128056049347	118079	22.824183006535947	
112.0	5.0	87.0	45.0	4	306	460	112	5	87	45	112	5	87	45	26	21584	0	16.858232259750366	153500	5240.986288309097	118431	22.84625407166125	
112.0	5.0	87.0	45.0	4	307	460	112	5	87	45	112	5	87	45	22	21664	0	18.045631408691406	154000	5259.031919717789	118779	22.870779220779227	
112.0	5.0	87.0	45.0	5	308	460	112	5	87	45	112	5	87	45	20	21750	0	17.108214139938354	154500	5276.140133857727	119132	22.89190938511328	
112.0	5.0	87.0	45.0	6	309	460	112	5	87	45	112	5	87	45	14	21822	0	17.82689666748047	155000	5293.9670305252075	119484	22.913548387096768	
112.0	5.0	87.0	45.0	7	310	460	112	5	87	45	112	5	87	45	14	21892	0	16.74885368347168	155500	5310.715884208679	119836	22.93504823151126	
112.0	5.0	87.0	45.0	8	311	460	112	5	87	45	112	5	87	45	11	21960	0	17.858153104782104	156000	5328.574037313461	120200	22.948717948717942	
112.0	5.0	87.0	45.0	8	312	460	112	5	87	45	112	5	87	45	10	22031	0	18.31124711036682	156500	5346.885284423828	120547	22.973162939297126	
112.0	5.0	87.0	45.0	9	313	460	112	5	87	45	112	5	87	45	10	22108	0	17.826915979385376	157000	5364.7122004032135	120885	23.003184713375802	
112.0	5.0	87.0	45.0	9	314	460	112	5	87	45	112	5	87	45	11	22176	0	17.983134031295776	157500	5382.695334434509	121251	23.015238095238104	
112.0	5.0	87.0	45.0	10	315	460	112	5	87	45	112	5	87	45	11	22249	0	18.608114004135132	158000	5401.303448438644	121605	23.034810126582286	
112.0	5.0	87.0	45.0	11	316	460	112	5	87	45	112	5	87	45	11	22319	0	18.233116149902344	158500	5419.536564588547	121948	23.061198738170347	
112.0	5.0	87.0	45.0	15	317	460	112	5	87	45	112	5	87	45	11	22385	0	18.155008554458618	159000	5437.691573143005	122300	23.081761006289298	
112.0	5.0	87.0	45.0	1	318	460	112	5	87	45	112	5	87	45	12	22465	0	20.882941007614136	159500	5458.5745141506195	122638	23.110971786833858	
112.0	5.0	87.0	45.0	1	319	460	112	5	87	45	112	5	87	45	12	22537	0	18.799592971801758	160000	5477.374107122421	122993	23.129374999999996	
112.0	5.0	87.0	45.0	1	320	460	112	5	87	45	112	5	87	45	12	22613	0	20.91302251815796	160500	5498.287129640579	123338	23.153894080996878	
112.0	5.0	87.0	45.0	1	321	460	112	5	87	45	112	5	87	45	12	22694	0	20.936792373657227	161000	5519.223922014236	123684	23.17763975155279	
112.0	5.0	87.0	45.0	1	322	460	112	5	87	45	112	5	87	45	12	22772	0	20.45516800880432	161500	5539.679090023041	124035	23.198142414860683	
112.0	5.0	87.0	45.0	1	323	460	112	5	87	45	112	5	87	45	12	22846	0	23.644325256347656	162000	5563.323415279388	124376	23.2246913580247	
112.0	5.0	87.0	45.0	1	324	460	112	5	87	45	112	5	87	45	12	22920	0	21.022295713424683	162500	5584.345710992813	124738	23.238153846153836	
112.0	5.0	87.0	45.0	1	325	460	112	5	87	45	112	5	87	45	12	22998	0	21.291197538375854	163000	5605.636908531189	125078	23.265030674846628	
112.0	5.0	87.0	45.0	1	326	460	112	5	87	45	112	5	87	45	12	23074	0	21.23686122894287	163500	5626.873769760132	125424	23.288073394495413	
112.0	5.0	87.0	45.0	1	327	460	112	5	87	45	112	5	87	45	12	23154	0	20.830383777618408	164000	5647.70415353775	125772	23.309756097560978	
112.0	5.0	87.0	45.0	1	328	460	112	5	87	45	112	5	87	45	9	23230	0	20.958860635757446	164500	5668.663014173508	126135	23.322188449848028	
112.0	5.0	87.0	45.0	1	329	460	112	5	87	45	112	5	87	45	7	23316	0	20.830301761627197	165000	5689.493315935135	126485	23.342424242424244	
112.0	5.0	87.0	45.0	1	330	460	112	5	87	45	112	5	87	45	7	23400	0	20.271313428878784	165500	5709.764629364014	126831	23.364954682779455	
112.0	5.0	87.0	45.0	1	331	460	112	5	87	45	112	5	87	45	6	23486	0	20.768373489379883	166000	5730.533002853394	127175	23.388554216867476	
112.0	5.0	87.0	45.0	1	332	460	112	5	87	45	112	5	87	45	6	23573	0	21.21408247947693	166500	5751.7470853328705	127514	23.415015015015015	
112.0	5.0	87.0	45.0	1	333	460	112	5	87	45	112	5	87	45	6	23647	0	22.954902172088623	167000	5774.701987504959	127852	23.441916167664672	
112.0	5.0	87.0	45.0	2	334	460	112	5	87	45	112	5	87	45	6	23720	0	21.47480821609497	167500	5796.176795721054	128206	23.45910447761193	
112.0	5.0	87.0	45.0	3	335	460	112	5	87	45	112	5	87	45	5	23788	0	22.004371643066406	168000	5818.1811673641205	128564	23.47380952380952	
112.0	5.0	87.0	45.0	4	336	460	112	5	87	45	112	5	87	45	5	23859	0	22.129319190979004	168500	5840.3104865550995	128926	23.48605341246291	
112.0	5.0	87.0	45.0	5	337	460	112	5	87	45	112	5	87	45	5	23937	0	26.448708534240723	169000	5866.75919508934	129284	23.500591715976327	
112.0	5.0	87.0	45.0	6	338	460	112	5	87	45	112	5	87	45	5	24017	0	22.358383893966675	169500	5889.117578983307	129637	23.517994100294985	
112.0	5.0	87.0	45.0	6	339	460	112	5	87	45	112	5	87	45	5	24088	0	21.106239557266235	170000	5910.223818540573	130006	23.52588235294118	
112.0	5.0	87.0	45.0	8	340	460	112	5	87	45	112	5	87	45	6	24150	0	19.052484035491943	170500	5929.276302576065	130370	23.536656891495596	
112.0	5.0	87.0	45.0	9	341	460	112	5	87	45	112	5	87	45	6	24224	0	19.152626514434814	171000	5948.4289290905	130732	23.54853801169591	
112.0	5.0	87.0	45.0	9	342	460	112	5	87	45	112	5	87	45	6	24308	0	18.83525800704956	171500	5967.264187097549	131089	23.563265306122446	
112.0	5.0	87.0	45.0	9	343	460	112	5	87	45	112	5	87	45	6	24388	0	19.3361177444458	172000	5986.600304841995	131443	23.579651162790697	
112.0	5.0	87.0	45.0	9	344	460	112	5	87	45	112	5	87	45	7	24468	0	18.955873489379883	172500	6005.556178331375	131789	23.600579710144928	
112.0	5.0	87.0	45.0	1	345	460	112	5	87	45	112	5	87	45	8	24540	0	23.874687910079956	173000	6029.430866241455	132150	23.61271676300578	
112.0	5.0	87.0	45.0	1	346	460	112	5	87	45	112	5	87	45	8	24622	0	20.536988735198975	173500	6049.967854976654	132508	23.626512968299707	
112.0	5.0	87.0	45.0	1	347	460	112	5	87	45	112	5	87	45	9	24696	0	19.120737075805664	174000	6069.08859205246	132860	23.64367816091955	
112.0	5.0	87.0	45.0	1	348	460	112	5	87	45	112	5	87	45	9	24776	0	19.085954427719116	174500	6088.174546480179	133208	23.663037249283676	
112.0	5.0	87.0	45.0	1	349	460	112	5	87	45	112	5	87	45	9	24850	0	19.319597721099854	175000	6107.494144201279	133572	23.673142857142864	
112.0	5.0	87.0	45.0	1	350	460	112	5	87	45	112	5	87	45	9	24929	0	19.135839223861694	175500	6126.62998342514	133929	23.687179487179492	
112.0	5.0	87.0	45.0	1	351	460	112	5	87	45	112	5	87	45	9	25006	0	18.94020414352417	176000	6145.570187568665	134290	23.698863636363626	
112.0	5.0	87.0	45.0	1	352	460	112	5	87	45	112	5	87	45	9	25080	0	18.84733748435974	176500	6164.417525053024	134635	23.71954674220963	
112.0	5.0	87.0	45.0	1	353	460	112	5	87	45	112	5	87	45	9	25145	0	19.10257577896118	177000	6183.5201008319855	134978	23.7412429378531	
112.0	5.0	87.0	45.0	2	354	460	112	5	87	45	112	5	87	45	9	25218	0	18.8853497505188	177500	6202.405450582504	135340	23.752112676056342	
112.0	5.0	87.0	45.0	3	355	460	112	5	87	45	112	5	87	45	9	25287	0	18.9190354347229	178000	6221.324486017227	135706	23.76067415730337	
112.0	5.0	87.0	45.0	4	356	460	112	5	87	45	112	5	87	45	9	25361	0	19.15250515937805	178500	6240.476991176605	136061	23.77535014005602	
112.0	5.0	87.0	45.0	5	357	460	112	5	87	45	112	5	87	45	9	25446	0	18.818630695343018	179000	6259.295621871948	136411	23.792737430167605	
112.0	5.0	87.0	45.0	5	358	460	112	5	87	45	112	5	87	45	9	25516	0	18.401228427886963	179500	6277.696850299835	136764	23.808356545961004	
112.0	5.0	87.0	45.0	7	359	460	112	5	87	45	112	5	87	45	9	25606	0	18.851794958114624	180000	6296.54864525795	137099	23.833888888888893	
